,0
0,1.6091243001867137
1,0.4491618578637164
2,0.43027338910910706
3,0.6169271326428419
4,0.3147454203211947
5,2.1907999321750906
6,1.609835090042099
7,0.28962589725570476
8,0.28341952647905916
9,0.20240866513237205
10,0.2531692045556539
11,2.2797035525062475
12,1.0818177619040683
13,0.24610662856563983
14,0.1430719307148118
15,0.4263902145118436
16,1.1464717875912367
17,0.07642648541236113
18,1.6812206322097238
19,0.3368833534641619
20,1.0408984062285336
21,0.327638412570122
22,0.6813730504546176
23,0.7634360075670317
24,1.4094261460639828
25,0.5041384674379399
26,0.6151074206680922
27,2.0804853628596813
28,0.36961240975702125
29,0.47729225260325225
30,0.7290195424346693
31,0.4519356061064909
32,0.7102411238271504
33,0.5324637453757255
34,1.4791954840379045
35,0.7385220584990785
36,0.20625654717253078
37,0.31685091152962963
38,1.218244887113106
39,0.7944979037259833
40,0.8358160259134313
41,0.2905685215406443
42,0.4282411581036464
43,0.24298113227229168
44,0.3658467058731467
45,0.17083976851958832
46,3.1192173882602785
47,1.2109885507936242
48,1.022585378943343
49,0.6760025948126049
50,0.7467889473392233
51,0.10838088418692363
52,1.162282502436242
53,2.5129069380942344
54,0.30084281312875055
55,0.44018704025608035
56,0.34282343105113167
57,0.11263128601474837
58,1.7401157222630295
59,0.2179547974485131
60,0.584705523671958
61,0.4789940740343487
62,0.2629327456848866
63,0.38998476676088684
64,0.46097248256442125
65,0.41697763423089557
66,0.2885650085895759
67,0.6342181340477993
68,0.7076833194393418
69,0.2927555244863119
70,0.20937514983083858
71,0.38884465716896605
72,0.29196202101386687
73,0.34537486194549305
74,0.34204913349369476
75,0.29529047578042855
76,1.1543644499329824
77,0.5747363362135497
78,0.49464532875704437
79,0.17464281352462835
80,0.7478135702438928
81,0.7711219413312405
82,0.5692344146554731
83,0.5258589807058608
84,0.3681240555898302
85,0.3489941515502669
86,0.14476449087995005
87,0.6613279448503453
88,0.21786872013252984
89,0.5162680369811407
90,0.8275945743448634
91,0.591816926854499
92,2.343834804239538
93,2.183001446459522
94,0.04864518304688647
95,0.14432225589751285
96,0.6143840434089898
97,0.12977625903750145
98,1.2208139397201627
99,0.20129694945559035
100,0.45845192966206094
101,0.34369205269714437
102,0.8877691291654252
103,0.26520889110867085
104,1.6925660286155575
105,1.7197743059061996
106,0.4631625387508187
107,0.18080506217367753
108,1.314985240907591
109,0.40374033444703045
110,0.6087690386184527
111,0.7566478816468173
112,0.50442302771425
113,0.22590285403104035
114,1.2243162119704323
115,1.2969458792363822
116,0.8142799449300778
117,0.5750244690050234
118,0.17334202309154523
119,0.27396236880622404
120,0.22780799961070616
121,1.6978229278248642
122,6.497928666350316
123,3.89692428159431
124,1.3865147573951329
125,0.4489608612916816
126,0.28768005247485934
127,0.6276923799492748
128,1.0418886492996573
129,0.19739048489632463
130,1.7036551394224178
131,0.8359682578732011
132,0.3553910082929448
133,0.28181222183046944
134,0.21436351486739924
135,1.0616348734724954
136,1.5161727399524525
137,1.1418990789850056
138,0.17549006455355712
139,0.4024976194205102
140,0.34101046404394764
141,1.1856216584799812
142,0.3669324398891521
143,0.5218300596536408
144,1.659304290183261
145,0.7971259955930272
146,1.0843073195532196
147,0.635619425383047
148,0.3106093052298655
149,0.19609867449927973
150,0.21484832733029158
151,0.6104656819732595
152,0.8227972315487171
153,0.44611466177035825
154,0.27377179720794215
155,0.3915136880089842
156,0.20284091867457263
157,1.4384803746709565
158,0.5159504875074947
159,0.9953457922537494
160,0.8038229397745684
161,1.044505523357894
162,1.6227645252689815
163,1.8995327781620843
164,0.6265779990489471
165,0.7348977887773112
166,0.3836017586403997
167,1.122379736115008
168,0.6516058474875096
169,0.578988198302541
170,0.32995635839000576
171,0.7535357635937141
172,0.33347627190930973
173,0.2579240934099531
174,0.7840134774387663
175,2.149143165146089
176,1.2804153207489422
177,0.10804248023846051
178,0.734080545140758
179,0.8912419842933288
180,0.5966342314389502
181,0.4891105461282028
182,0.5519957806262616
183,0.27861554191585836
184,0.9838182105961368
185,0.20434226825162513
186,0.5517874010444475
187,0.13515668127992514
188,0.2124621438067912
189,1.6370196995789814
190,0.8472341056418395
191,1.1788548472038791
192,0.5197010440274391
193,0.6755190030586401
194,0.791367874923785
195,0.5243127083025024
196,1.4858935257590735
197,0.5914841067583547
198,0.31418331508829167
199,0.4681550256120011
200,0.9744950540130874
201,0.2954559438719667
202,0.17012892457879347
203,0.7935658891072768
204,0.5609582175008103
205,0.8640484148853232
206,1.5354349910905851
207,0.30861760017791773
208,1.0995952119622527
209,1.7469298642303452
210,0.3918884262305061
211,0.4929412443348282
212,0.9980346097888041
213,1.0048748840669441
214,0.17499869860097506
215,0.4652012695539303
216,0.22985802688597182
217,0.3269224297484005
218,0.506086166535086
219,1.378285821061917
220,0.37800806787548696
221,0.43624056162558184
222,0.5265443856466104
223,1.8592036306900643
224,0.4241016580587612
225,0.09929553372555187
