,0
0,0.021980604154392475
1,0.05886509532938222
2,0.16892894668624378
3,0.22745078396986584
4,0.020971486717459815
5,0.15934962750183487
6,0.005357504608721306
7,0.25709806798962204
8,0.09379675108938718
9,0.13498207943903603
10,0.2072056102008556
11,0.05792477051941097
12,0.11815395686462393
13,0.04166476042714688
14,0.03962137590507697
15,0.007398574212893458
16,0.072617165997696
17,0.08996443131864722
18,0.03250975763723724
19,0.10494458728532384
20,0.051855946528212994
21,0.10294978773054561
22,0.16139711115345717
23,0.009561347342872189
24,0.10395409478021388
25,0.13784153053574028
26,0.03433674277847352
27,0.05420019888668243
28,0.12582828125811962
29,0.06946827481835065
30,0.05113746609082723
31,0.06198563905660808
32,0.1683333557803666
33,0.029220164272281125
34,0.005468638379893273
35,0.05985354641864226
36,0.16220996116267364
37,0.07549752817856793
38,0.019477509276528342
39,0.18724744129804433
40,0.13943491886796003
41,0.029478552281238704
42,0.07859461238533708
43,0.15609877642219291
44,0.11353323163260672
45,0.08415559953858207
46,0.2336710503434281
47,0.05724672677329492
48,0.0442709526299292
49,0.09144410373804858
50,0.12078557456533946
51,0.0847940629838671
52,0.06770519027728075
53,0.010170509247351486
54,0.01607703003695471
55,0.015112698171205337
56,0.07749273232396055
57,0.061253264095119234
58,0.03519557344428425
59,0.02734641435878525
60,0.01566174766300104
61,0.01699609328823915
62,0.31038508500866524
63,0.19617662678020087
64,0.12797906054414226
65,0.163102092022227
66,0.34586678782125013
67,0.04850531939644817
68,0.09457040986941502
69,0.023270958864297402
70,0.050508908201115185
71,0.023192518583680367
72,0.21068122576228848
73,0.013999190089315819
74,0.062003360549635934
75,0.09633638811061901
76,0.10976056988595871
77,0.12363045581975361
78,0.12120379398180367
79,0.062347972360102775
80,0.029183997993211613
81,0.1899988470254216
82,0.05170497383579587
83,0.017667495941059302
84,0.03347642329103253
85,0.029776942223795202
86,0.024743105145799915
87,0.04692355260675033
88,0.02742843298917298
89,0.061907404572528225
90,0.08350246997915102
91,0.08241720438429408
92,0.09474289215646903
93,0.028714505454430356
94,0.16789588369179093
95,0.11660665408361244
96,0.028520784182771982
97,0.05274095352496901
98,0.06867349869636191
99,0.05142909553410586
100,0.2371551008332549
101,0.048677226791229
102,0.13894310332641777
103,0.00947209041598975
104,0.05747673526431119
105,0.00439719023044571
106,0.09867449282870629
107,0.01530356988115914
108,0.12545173969063064
109,0.01935490405121791
110,0.055764450664958484
111,0.08851372173030118
112,0.06168348615229839
113,0.19882021261439004
114,0.043695653367074636
115,0.013478290640232161
116,0.06215047549275058
117,0.2543985526234222
118,0.054091058275012524
119,0.12846765177649788
120,0.09998618836835295
121,0.03870156903840151
122,0.02003827074109332
123,0.06545221685723179
124,0.017109105015932907
125,0.01336467440129998
126,0.08677841119055896
127,0.10278701310302282
128,0.21327094889160977
129,0.04275042712868598
130,0.08939758445897467
131,0.05182611335772953
132,0.17114611442046862
133,0.1374110499826407
134,0.026704917305816388
135,0.20516563811822247
136,0.04384358243222667
137,0.022372202800622222
138,0.20587035647682708
139,0.03356643302310431
140,0.1972250826602957
141,0.04914919660372825
142,0.1401397332209601
143,0.0737460767096634
