,0
0,1.2501226294058174
1,0.39792677583969494
2,0.1771285572127838
3,0.4141293261576033
4,0.11756067052847463
5,1.7778182878852384
6,1.8284547533983646
7,0.11395301957160413
8,0.09511186809918669
9,0.42627888419370996
10,0.2000417890533446
11,1.5641156374558902
12,0.5444644630843246
13,0.8172707798538158
14,0.15528994767854068
15,0.9935978506119936
16,0.6659589093354863
17,0.6356769889312556
18,1.1659846324264715
19,0.1644890990408116
20,1.090707554315204
21,0.0857890283740846
22,0.469751092226416
23,1.2773175367074057
24,0.6915007297812784
25,0.3385779769505752
26,0.9277963670191068
27,1.023177239410827
28,0.4040471482000208
29,0.2616131822131097
30,0.65424120738844
31,0.563594089165454
32,0.4587420882615226
33,0.49679940245505805
34,3.4308076664478135
35,0.4882152423943382
36,0.12698451107744962
37,0.30642462935963755
38,0.7921828653418512
39,0.8220797661308211
40,0.3473404531976786
41,0.058497919297662807
42,0.11999583277189227
43,0.36948973456596595
44,0.4787065958567296
45,0.07740633073572013
46,2.7966517670938766
47,0.550240236125569
48,0.4573841688118872
49,0.20232849309970713
50,0.376485628761595
51,0.3239512450561057
52,1.2923693244023764
53,1.0807312128169422
54,0.7435322801915989
55,0.1333959894562119
56,1.7429957110131888
57,0.31163446364033104
58,1.1833340303964353
59,0.10272254604175617
60,0.2934158909698173
61,0.5808805068825594
62,0.28572466525244317
63,0.4175547609309208
64,0.47581186711575146
65,0.30351608086086584
66,0.8137085313887812
67,1.9299454163086098
68,0.3392792659259437
69,0.7932435950068228
70,0.8661539166096306
71,0.6768611293822899
72,0.39080056955670467
73,0.16369562099175608
74,0.41327307760933596
75,0.5294241995589974
76,1.2859621330070063
77,0.39900140819328067
78,0.5860768488671215
79,0.4961740323749709
80,1.1933566786812744
81,1.6119375193059708
82,0.5562244755437952
83,0.25245922709847257
84,1.3395819681398202
85,0.741166838828059
86,0.7368583914480092
87,0.7655157510848186
88,0.08911865760380032
89,0.25880851616940964
90,1.4267909953973994
91,0.13337866685695282
92,1.0430410193268045
93,0.8900644771184135
94,0.11470188977447586
95,0.20625512578215524
96,0.46815531283762624
97,0.291714901612193
98,0.8399356322366913
99,0.4466418817861697
100,0.5745485147137769
101,0.2984211129232583
102,0.47474159397528576
103,0.14355321528158319
104,0.6019383677968189
105,0.70896460757697
106,0.5149722040603752
107,0.1118552055444863
108,0.7792754130956916
109,0.3188659467944862
110,1.1853789336899423
111,0.3276488979340752
112,0.20827013511419804
113,0.1231978529176374
114,0.9091409856528396
115,0.8541104140338753
116,0.8745824263202374
117,0.991258574433835
118,0.2696320803673057
119,0.7897617547291204
120,0.13164241485087777
121,0.6735536131791847
122,3.405950272205714
123,2.4728477310686348
124,0.7104174809866837
125,0.28188009656066326
126,0.29774240520208006
127,0.6072555115161145
128,1.5121044316995973
129,0.3492155772377716
130,0.8705984762540095
131,1.0482766639374326
132,0.21276548183334232
133,0.4527540801504355
134,0.3512215638449731
135,0.4528897910711804
136,0.9859407596882208
137,0.8471881634000922
138,0.21219211128819493
139,0.20474306602239298
140,0.40919292275723246
141,0.9932130576144771
142,0.41110044693938136
143,0.6697062210510293
144,0.9144354104479293
145,0.4126085169258595
146,0.8666345341539559
147,0.5716532727112223
148,0.46517211381279594
149,0.3521380566936552
150,0.06411761411726694
151,0.5838303823199613
152,1.3212327439793614
153,0.6146948013860088
154,0.2784010834579603
155,0.555682603545259
156,0.09105527043459882
157,0.9698051708132593
158,0.5591889714744794
159,0.3844758852158731
160,1.1241269118593828
161,1.1385174097153103
162,1.1174305744940625
163,1.4158194304856382
164,1.100731619143688
165,0.267046903524412
166,0.4061195379647908
167,0.5463853237069898
168,0.7201076130611284
169,0.5047374298711278
170,0.5986922942339445
171,0.3608083891924858
172,0.4418516032760851
173,0.5818634181264319
174,0.5248928608713209
175,1.5007525416778216
176,1.375862163329431
177,0.07782480616736255
178,0.8525626293879192
179,0.208899844103985
180,0.6946663749670229
181,0.18759022969889122
182,0.21787921570488333
183,0.11072956451625489
184,0.6137897038818105
185,0.16714719466332495
186,0.6263184112395803
187,0.08987719727245085
188,0.44654737960320867
189,1.8535559184877617
190,0.49301888754941287
191,1.0909601164275144
192,0.25846535778058777
193,0.8367146643283226
194,1.2777698652501945
195,0.6672942226749052
196,0.6226728147545838
197,1.5059855771794768
198,0.2961275152709356
199,0.2665505963514815
200,0.658275819930814
201,0.46077957262274943
202,0.332135742111116
203,1.6330936099748496
204,0.9084177624952059
205,0.7968195275936767
206,1.7837109834272273
207,0.15665287860505417
208,0.7220907596861089
209,1.0305484016148696
210,0.47076511432477297
211,0.40856768735496907
212,0.7208135665942063
213,0.4845150354690142
214,0.10348136821434951
215,0.3735956034994567
216,0.19467919562624214
217,0.2986936358486335
218,1.0919885454002531
219,1.2310967345777735
220,0.1461484795906699
221,1.3723336211211743
222,0.15164435405107712
223,1.193213752064418
224,0.7495951564591602
225,0.612257491998175
226,0.11652660174219384
227,0.1548427194421739
228,0.8777644525876992
229,0.4607949687662336
230,1.211408684773175
231,0.26781907376027314
232,0.9103529309991172
233,0.1705355699543853
234,0.9750456621142491
235,0.36263819302636385
236,0.6597169720105075
237,0.24387205061555411
238,0.7270877966050008
239,0.7689926700243143
240,1.279611235722307
241,0.1338391116124533
242,0.5662882095349545
243,0.21505437509320213
244,0.2829247605856195
245,0.23701592076260247
246,0.7921430106065601
247,0.7259845750998921
248,0.18942626399235585
249,1.9235497055339896
250,0.4636985482907186
251,0.0950894788679104
252,0.4505293721863324
253,0.30038470158925135
254,0.8430687464443113
255,0.4542402477931322
256,0.4443491260733029
257,1.6808888279069492
258,1.7147758734740608
259,0.32322294647978955
260,0.49767400653019084
261,0.1030257264828563
262,0.6599398218169178
263,0.21493069597403927
264,0.11970267151426082
265,0.3455483845186169
266,0.7280145602272646
267,0.3087501665659758
268,0.23126287471297244
269,0.4219582485859495
270,0.4008886001585355
271,0.2607716854167885
272,0.8832927743101243
273,1.566481639218596
274,1.541621733286923
275,0.1835393352009412
276,0.44858985523766465
277,1.0750519370250742
278,0.42529199380588323
279,0.15350217738294455
280,0.9931142708564661
281,0.6273010925405255
282,2.552825547307453
