,0
0,0.017313765933614278
1,0.05019809075543661
2,0.11039626866626251
3,0.1617683101520881
4,0.30459355994579107
5,0.014197487012091337
6,0.0016424153136181251
7,0.16328942845298983
8,0.1148559560256898
9,0.13192159400132664
10,0.16928334340415988
11,0.04877206815173163
12,0.056137431367676224
13,0.10080475972150538
14,0.16131163219691744
15,0.05677717308303573
16,0.025622164596002722
17,0.07631815292568331
18,0.028669543595546132
19,0.042199703192740905
20,0.22095923546493407
21,0.16787217506439664
22,0.13366251343414065
23,0.027518997081870746
24,0.0008370960921079655
25,0.08248600032869897
26,0.039856540369951204
27,0.045741936320399953
28,0.09356593784716294
29,0.03884127725224099
30,0.006360427225073647
31,0.07450090626962408
32,0.03207212289220887
33,0.02255306139386251
34,0.12991180592087678
35,0.1604421599502158
36,0.16419852992884132
37,0.007139756083430291
38,0.008411759672040633
39,0.11121137844960029
40,0.019809898072135335
41,0.11989442829628118
42,0.05854240134099766
43,0.12505782906165214
44,0.09770031313935473
45,0.06898628513439874
46,0.19781199494582824
47,0.10360489425296518
48,0.014830044371810555
49,0.0637574581925383
50,0.10032529607610345
51,0.05856781353391359
52,0.04375382099514292
53,0.014759902541510949
54,0.06153611517287863
55,0.11287307291815749
56,0.03145101350313497
57,0.019914340123630542
58,0.06591800027768438
59,0.010180682280372758
60,0.027936234707353486
61,0.0013756784094034863
62,0.16755035989096492
63,0.1322240057606561
64,0.10676655161354068
65,0.13359246250353485
66,0.2192753457526852
67,0.02992955062224457
68,0.009058345192565506
69,0.02137373010949974
70,0.045454794457617895
71,0.01868474212212082
72,0.1709662261152319
73,0.004939816648605702
74,0.019515880929656327
75,0.1351074438866391
76,0.03814179277363682
77,0.08767919238349299
78,0.13204984210326906
79,0.05066658799459677
80,0.03965465602933196
81,0.016796068185030787
82,0.04490512480950199
83,0.015580696372604756
84,0.023868685906536208
85,0.014266586982101431
86,0.020465046842284552
87,0.09321661695233723
88,0.2185571698640885
89,0.0659143218607043
90,0.03746797320471282
91,0.04665387474086935
92,0.08184886659431707
93,0.0468088847554072
94,0.0759088337005379
95,0.08464688522028219
96,0.02246223620866761
97,0.051401773338154384
